,Age,Gender,Ethnicity,Marital_Status,Education_Completed,Religion,Full_Time_Employment,Part_Time_Employment,Self_Employed_Part_Time,Self_Employed_Full_Time,Student,Homemaker,Disabled,Retired,Occupation,Income,US_Born,Primary_Language,English_Speaking,English_Difficulties,Familiarity_with_America,Familiarity_with_Ethnic_Origin,Discrimination,Health,Mental_Health,Hypertension,Health_Insurance,Medical_Transport,Sat_with_Housing,Housing,Com_Shares_Values,Close_knit_Com,Religious_Importance,Togetherness,Successful_Family,See_Friends,See_Family,Helpful_Family,Helpful_Friends,Disappointment,Sat_with_Life,Quality_of_Life,Social_Networks,Native_Language,Duration,Employment_Status,State,Education,clean_Income,Race
1538,37,Male,Korean,Married,College degree or Bachelor's degree,None,Employed full time,0,0,0,0,0,0,0,"Manager, executive, or official","$50,000 - $59,999",No,1,Not well,Not much,Low,Low,0,Good,Good,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Strongly agree,1,1,2,1,0,Slightly agree,9,No,Korean,10,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1539,51,Female,Korean,Married,High school degree / GED,None,Employed full time,0,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",No,1,Not well,Very much,Low,Very high,1,Very Good,Very Good,Yes,Yes,0,Pretty much,One-family house,Neutral,Neutral,Not very important,Strongly agree,Somewhat agree,0,4,4,0,0,Neither agree or disagree,5,No,Korean,10,Working full-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1540,32,Female,Korean,Married,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",Yes,0,Very well,Very much,Very high,Low,1,Excellent,Very Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Somewhat important,Somewhat agree,Somewhat agree,3,4,3,3,0,Agree,8,No,English,32,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1541,36,Male,Korean,Single,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Other,"$60,000 - $69,999",No,1,Not well,Not much,High,High,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Neutral,Somewhat important,Strongly agree,Somewhat agree,4,4,2,3,0,Neither agree or disagree,8,No,Korean,15,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1542,38,Female,Korean,Married,College degree or Bachelor's degree,Buddhist,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Well,Not much,Low,Very high,1,Good,Good,0,Yes,0,Very much,One-family house,Agree,Neutral,Somewhat important,Strongly agree,Somewhat agree,3,4,3,2,0,Agree,8,No,Korean,12,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1543,44,Female,Korean,Married,College degree or Bachelor's degree,Protestant,0,0,0,NA,0,0,0,0,Business owner,"$70,000 and over",No,1,Not well,Not much,High,High,0,Very Good,Very Good,0,0,0,Pretty much,One-family house,Disagree,Neutral,Very important,Somewhat agree,Somewhat agree,2,3,3,3,0,Agree,7,Yes,Korean,10,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1544,56,Female,Korean,Married,High school degree / GED,Catholic,Employed full time,0,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",No,1,Well,Not much,High,High,0,Very Good,Very Good,0,0,0,Very much,One-family house,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,3,3,3,3,0,Agree,10,Yes,Korean,10,Working full-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1545,46,Female,Korean,Married,College degree or Bachelor's degree,Catholic,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,0,Not well,Not much,Low,High,NA,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,1,2,2,2,0,Agree,9,No,Korean,15,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1546,55,Female,Korean,Married,High school degree / GED,Protestant,0,0,NA,0,0,0,0,0,Service worker,"$40,000 - $49,999",No,1,Not well,Not much,Low,High,0,Very Good,Very Good,0,0,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat agree,5,5,5,5,0,Strongly agree,10,No,Korean,25,Unemployed,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1547,60,Male,Korean,Married,Graduate or Professional degree ,Protestant,0,0,0,NA,0,0,0,0,Business owner,"$70,000 and over",No,1,Well,Not much,High,High,0,Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat disagree,5,5,3,4,0,Agree,8,No,Korean,30,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1548,49,Male,Korean,Married,College degree or Bachelor's degree,Catholic,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,0,Very well,Not at all,High,High,1,Excellent,Excellent,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,2,2,2,0,Agree,8,No,Korean,15,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1549,46,Female,Korean,Married,Graduate or Professional degree ,Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$50,000 - $59,999",No,1,Not well,Much,Low,High,0,Good,Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,3,3,2,0,Strongly agree,9,No,Korean,20,Homemaker,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1550,40,Female,Korean,Married,Graduate or Professional degree ,Protestant,0,0,NA,0,0,0,0,0,Business owner,"$10,000 - $19,999",No,0,Well,Not much,Low,High,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,3,3,2,0,Slightly agree,5,No,Korean,10,Unemployed,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1551,27,Female,Korean,Single,College degree or Bachelor's degree,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$30,000 - $39,999",No,1,Very well,Not at all,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Agree,Agree,Very important,Somewhat disagree,Somewhat agree,2,5,2,1,Yes,Slightly agree,6,No,English,24,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1552,72,Female,Korean,Married,College degree or Bachelor's degree,Catholic,0,0,0,0,0,0,0,Retired,NA,"$10,000 - $19,999",No,1,Well,Not much,High,High,0,Good,Good,Yes,Yes,0,Pretty much,One-family house,Disagree,Agree,Very important,Somewhat agree,Somewhat agree,2,3,2,2,Yes,Slightly agree,7,No,Korean,45,Retired,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1553,48,Female,Korean,Married,College degree or Bachelor's degree,Protestant,0,0,NA,0,0,0,0,0,Business owner,"$70,000 and over",No,1,Not well,Not much,Low,High,0,Excellent,Excellent,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Strongly agree,Somewhat disagree,3,3,2,2,0,Slightly agree,8,No,Korean,10,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1554,50,Male,Korean,Married,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Other,"$50,000 - $59,999",No,1,Not well,Not much,High,Very high,0,Good,Good,0,Yes,Yes,Very much,One-family house,Agree,Agree,Very important,Strongly agree,Strongly agree,1,4,3,2,0,Agree,8,No,Korean,20,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1555,42,Female,Korean,Married,High school degree / GED,Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$60,000 - $69,999",No,1,Not well,Much,High,High,0,Very Good,Excellent,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Strongly agree,Strongly agree,3,4,3,3,0,Slightly agree,8,No,Korean,10,Homemaker,TX,HS Graduate,"less than $70,000",ASIAN AMERICAN
1556,77,Female,Korean,Married,"Some college, but no degree",Protestant,0,0,0,0,0,0,0,Retired,NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,0,Pretty much,One-family house,Neutral,Agree,Very important,Strongly agree,Somewhat disagree,3,2,1,0,Yes,Neither agree or disagree,6,No,Korean,NA,Retired,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1557,46,Female,Korean,Married,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,0,Very well,Not at all,High,High,1,Very Good,Very Good,0,Yes,0,Very much,One-family house,Agree,Strongly agree,Very important,Strongly agree,Strongly agree,5,4,3,5,0,Agree,8,No,English,24,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1558,88,Female,Korean,Other,Graduate or Professional degree ,Protestant,0,0,0,0,0,0,0,0,NA,NA,No,1,Not at all,Very much,Low,Very high,NA,Fair,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Strongly agree,Strongly agree,Very important,Strongly agree,Strongly agree,3,3,3,3,Yes,Slightly agree,8,No,Korean,30,Unemployed,TX,Less than HS,NA,ASIAN AMERICAN
1559,33,Male,Korean,Single,"Some college, but no degree",Catholic,Employed full time,0,0,0,0,0,0,0,Professional,"$20,000 - $29,999",No,1,Well,Not much,High,High,0,Fair,Fair,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Very important,Somewhat agree,Somewhat disagree,2,1,1,2,Yes,Slightly agree,4,No,Korean,15,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1560,55,Female,Korean,Married,High school degree / GED,Protestant,0,Employed part time,0,0,0,0,0,0,Other,"$40,000 - $49,999",No,1,Not well,Much,High,High,0,Good,Good,0,0,0,Not very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Somewhat important,Strongly agree,Somewhat disagree,2,3,2,2,0,Slightly disagree,6,No,Korean,11,Working part-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1561,43,Male,Korean,Married,High school degree / GED,Protestant,Employed full time,0,0,0,0,0,0,0,Skilled trades,"$60,000 - $69,999",No,1,Not well,Not much,High,Very high,1,Excellent,Excellent,0,0,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,1,0,0,3,0,Agree,9,No,Korean,11,Working full-time,TX,HS Graduate,"less than $70,000",ASIAN AMERICAN
1562,37,Male,Korean,Single,High school degree / GED,Protestant,Employed full time,0,0,0,0,0,0,0,Other,"$70,000 and over",Yes,0,Very well,Not at all,Very high,High,0,Very Good,Excellent,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,5,1,3,3,0,Agree,9,Yes,English,37,Working full-time,TX,HS Graduate,"$70,000 and over",ASIAN AMERICAN
1563,41,Female,Korean,Married,College degree or Bachelor's degree,Protestant,0,Employed part time,0,0,0,0,0,0,Other,"$70,000 and over",No,1,Not well,Very much,Low,Very high,0,Good,Very Good,0,Yes,0,Pretty much,One-family house,Agree,Neutral,Very important,Strongly agree,Somewhat agree,3,3,3,3,0,Agree,8,No,Korean,12,Working part-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1564,45,Female,Korean,Married,College degree or Bachelor's degree,Protestant,0,0,0,0,0,Full time homemaker,0,0,Other,"$10,000 - $19,999",No,1,Not well,Much,Very low,High,0,Good,Fair,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat disagree,4,3,4,3,Yes,Agree,5,No,Korean,11,Homemaker,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1565,41,Female,Korean,Married,College degree or Bachelor's degree,Buddhist,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,1,Well,Not much,High,Very high,0,Very Good,Very Good,0,Yes,0,Very much,One-family house,Agree,Agree,Very important,Strongly agree,Somewhat agree,3,4,3,3,0,Agree,10,No,Korean,11,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1566,37,Female,Korean,Married,"Some college, but no degree",Protestant,0,0,0,0,Student,Full time homemaker,0,0,NA,"$70,000 and over",No,1,Not well,Much,Low,Very high,0,Fair,Very Good,Yes,Yes,Yes,Pretty much,One-family house,Neutral,Strongly disagree,Very important,Strongly agree,Somewhat agree,2,2,3,2,Yes,Agree,8,No,Korean,15,Student,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1567,46,Male,Korean,Married,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Skilled trades,"$60,000 - $69,999",No,1,Not well,Not much,High,Very high,0,Very Good,Very Good,Yes,Yes,0,Pretty much,One-family house,Strongly disagree,Disagree,Somewhat important,Somewhat agree,Somewhat disagree,2,3,3,3,0,Neither agree or disagree,8,No,Korean,14,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1568,63,Male,Korean,Married,College degree or Bachelor's degree,Protestant,0,0,0,0,0,0,0,0,Business owner,"$40,000 - $49,999",No,0,Well,Not at all,Very high,Very high,0,Excellent,Excellent,Yes,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Very important,Somewhat agree,Somewhat agree,1,1,0,1,0,Strongly agree,10,No,Korean,35,Unemployed,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1569,48,Female,Korean,Married,College degree or Bachelor's degree,Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$60,000 - $69,999",No,1,Not at all,Not much,Low,High,0,Good,Good,0,Yes,0,Very much,One-family house,Neutral,Disagree,Very important,Somewhat agree,Somewhat agree,3,5,2,1,0,Neither agree or disagree,5,Yes,Korean,12,Homemaker,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1570,37,Female,Korean,Married,College degree or Bachelor's degree,Protestant,0,Employed part time,0,0,0,0,0,0,Service worker,"$70,000 and over",No,1,Not well,Much,Low,High,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Very important,Strongly agree,Somewhat agree,0,3,3,3,0,Slightly agree,7,No,Korean,12,Working part-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1571,37,Female,Korean,Married,College degree or Bachelor's degree,Catholic,Employed full time,0,0,0,0,0,0,0,Professional,"$60,000 - $69,999",Yes,0,Very well,Not at all,Very high,High,0,Excellent,Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Not very important,Somewhat agree,Somewhat disagree,3,3,3,1,0,Neither agree or disagree,6,No,English,37,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1572,41,Female,Korean,Married,Graduate or Professional degree ,Other,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,0,Well,Much,High,Very high,0,Good,Fair,0,Yes,Yes,Pretty much,One-family house,Neutral,Neutral,Somewhat important,Strongly agree,Somewhat agree,2,2,3,2,0,Slightly agree,7,No,Korean,15,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1573,37,Female,Korean,Married,Graduate or Professional degree ,Protestant,0,0,NA,0,0,0,0,0,Professional,"$60,000 - $69,999",No,1,Well,Not at all,Low,High,1,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,4,4,3,2,0,Slightly agree,8,Yes,Korean,12,Unemployed,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1574,88,Male,Korean,Single,High school degree / GED,Protestant,0,0,0,0,0,0,0,Retired,Other,NA,No,1,Not well,Not much,Low,Very high,0,Very Good,Very Good,0,0,Yes,Very much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat agree,0,4,3,0,0,Neither agree or disagree,8,No,Korean,12,Retired,TX,HS Graduate,NA,ASIAN AMERICAN
1575,31,Female,Korean,Married,"Some college, but no degree",Protestant,0,0,0,0,0,Full time homemaker,0,0,"Manager, executive, or official","$50,000 - $59,999",No,0,Well,Much,High,High,1,Good,Good,0,Yes,0,Pretty much,One-family house,Agree,Neutral,Very important,Strongly agree,Strongly agree,5,5,5,5,0,Slightly agree,9,Yes,English,15,Homemaker,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1576,50,Male,Korean,Married,College degree or Bachelor's degree,None,Employed full time,0,0,0,0,0,0,0,Skilled trades,"$70,000 and over",No,0,Well,Not much,High,High,0,Fair,Good,Yes,0,0,Pretty much,One-family house,Neutral,Agree,Not very important,Somewhat agree,Somewhat agree,2,2,2,2,Yes,Agree,9,No,Korean,24,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1577,62,Female,Korean,Married,College degree or Bachelor's degree,Protestant,Employed full time,0,0,0,0,0,0,0,Business owner,"$50,000 - $59,999",No,0,Not well,Not much,High,High,0,Fair,Fair,Yes,Yes,0,Pretty much,One-family house,Neutral,Agree,Somewhat important,Somewhat agree,Somewhat agree,4,5,5,4,0,Slightly agree,8,No,Korean,30,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1578,55,Male,Korean,Married,High school degree / GED,Protestant,0,0,0,NA,0,0,0,0,Business owner,"$70,000 and over",No,1,Very well,Not at all,Very high,Very high,1,Very Good,Excellent,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Agree,Very important,Strongly agree,Strongly agree,2,4,3,2,0,Strongly agree,10,No,English,42,Unemployed,TX,HS Graduate,"$70,000 and over",ASIAN AMERICAN
1579,82,Female,Korean,Living with a partner,College degree or Bachelor's degree,Protestant,0,0,0,0,0,0,0,Retired,NA,"$0 - $9,999",No,1,Well,Very much,Very high,Very high,0,Excellent,Excellent,Yes,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Strongly disagree,Disagree,Very important,Somewhat agree,Strongly agree,2,0,2,2,0,Strongly disagree,NA,No,Korean,7,Retired,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1580,61,Female,Korean,Married,College degree or Bachelor's degree,Catholic,Employed full time,0,0,0,0,0,0,0,Service worker,"$30,000 - $39,999",No,1,Not well,Much,High,Very high,1,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Disagree,Very important,Somewhat agree,Somewhat disagree,1,2,2,1,Yes,Slightly disagree,5,No,Korean,13,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1581,45,Male,Korean,Living with a partner,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Well,Not much,Low,High,1,Good,Good,Yes,Yes,0,Pretty much,One-family house,Disagree,Neutral,Somewhat important,Somewhat agree,Somewhat agree,3,3,3,3,0,Slightly agree,8,No,Korean,13,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1582,33,Female,Korean,Married,College degree or Bachelor's degree,Protestant,0,Employed part time,0,0,0,0,0,0,"Clerical, office, sales","$70,000 and over",No,1,Well,Not at all,High,High,1,Good,Good,0,Yes,0,Pretty much,One-family house,Disagree,Neutral,Very important,Somewhat agree,Somewhat agree,5,3,3,5,0,Agree,8,No,English,13,Working part-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1583,38,Female,Korean,Married,Graduate or Professional degree ,Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,1,Not well,Much,Very low,High,0,Fair,Very Good,0,Yes,Yes,Pretty much,One-family house,Agree,Neutral,Very important,Somewhat agree,Somewhat agree,4,5,4,4,0,Agree,7,Yes,Korean,12,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1584,54,Female,Korean,Married,College degree or Bachelor's degree,Protestant,Employed full time,0,0,0,0,0,0,0,Service worker,"$70,000 and over",No,0,Well,Not at all,High,High,0,Very Good,Very Good,Yes,Yes,0,Pretty much,One-family house,Disagree,Neutral,Very important,Somewhat agree,Somewhat agree,4,5,4,4,0,Agree,9,No,Korean,35,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1585,81,Male,Korean,Living with a partner,Graduate or Professional degree ,Protestant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Not at all,Very much,High,Very high,1,Very Good,Very Good,Yes,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Strongly agree,Strongly agree,3,5,5,4,0,Strongly agree,NA,No,Korean,14,Unemployed,TX,Less than HS,NA,ASIAN AMERICAN
1586,49,Female,Korean,Married,College degree or Bachelor's degree,Catholic,0,0,NA,0,0,0,0,0,Business owner,"$70,000 and over",No,1,Not well,Not much,Low,High,0,Excellent,Excellent,Yes,Yes,0,Pretty much,One-family house,Neutral,Agree,Somewhat important,Somewhat agree,Somewhat agree,3,3,2,2,0,Agree,8,No,Korean,24,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1587,89,Male,Korean,Living with a partner,College degree or Bachelor's degree,Protestant,0,0,0,0,0,0,0,Retired,NA,NA,No,1,Not well,Not at all,Low,Low,0,Fair,Good,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Somewhat agree,Somewhat agree,3,3,2,0,0,Neither agree or disagree,5,No,Korean,7,Retired,TX,College or Higher,NA,ASIAN AMERICAN
1588,44,Female,Korean,Single,College degree or Bachelor's degree,Protestant,0,0,0,0,0,0,0,0,Other,"$0 - $9,999",No,1,Well,Not much,High,High,0,Fair,Very Good,0,0,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Strongly agree,Strongly agree,5,0,3,5,0,Agree,10,No,Korean,13,Unemployed,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1589,42,Female,Korean,Married,College degree or Bachelor's degree,Catholic,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,1,Not well,Much,Low,High,1,Good,Good,0,Yes,Yes,Pretty much,One-family house,Neutral,Disagree,Not very important,Strongly agree,Somewhat agree,4,3,3,3,0,Slightly agree,10,Yes,Korean,14,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1590,44,Male,Korean,Married,High school degree / GED,None,0,0,NA,0,0,0,0,0,Business owner,"$70,000 and over",No,1,Not well,Not much,High,High,0,Good,Very Good,0,0,0,Pretty much,One-family house,Agree,Neutral,Not very important,Strongly agree,Somewhat agree,4,3,3,4,0,Slightly disagree,8,No,Korean,16,Unemployed,TX,HS Graduate,"$70,000 and over",ASIAN AMERICAN
1591,70,Female,Korean,Married,High school degree / GED,Protestant,0,0,0,0,0,Full time homemaker,0,0,Business owner,"$30,000 - $39,999",No,1,Not well,Much,High,High,1,Fair,Good,0,Yes,0,Not very much,One-family house,Disagree,Neutral,Very important,Strongly agree,Strongly agree,4,4,5,4,Yes,Slightly agree,8,No,Korean,34,Homemaker,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1592,29,Female,Korean,Single,College degree or Bachelor's degree,Buddhist,0,0,0,0,Student,0,0,0,NA,NA,No,1,Very well,Not much,Very high,Very high,1,Good,Very Good,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Disagree,Somewhat important,Somewhat agree,Somewhat agree,3,3,NA,3,0,Slightly agree,8,No,English,15,Student,TX,College or Higher,NA,ASIAN AMERICAN
1593,30,Male,Korean,Married,College degree or Bachelor's degree,Catholic,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",No,1,Not well,Not at all,High,Very high,1,Excellent,Excellent,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Disagree,Somewhat important,Strongly agree,Somewhat agree,2,3,3,2,0,Neither agree or disagree,4,No,Korean,15,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1594,44,Female,Korean,Married,College degree or Bachelor's degree,Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$40,000 - $49,999",No,1,Not well,Not much,Low,Low,1,Very Good,Excellent,0,0,0,Very much,Apartment/ Townhouse/ Condominium,Neutral,Disagree,Very important,Strongly agree,Somewhat agree,5,2,2,5,0,Agree,8,No,Korean,15,Homemaker,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1595,47,Male,Korean,Single,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,0,Very well,Not at all,High,High,NA,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Somewhat important,Somewhat agree,Strongly agree,2,3,3,2,0,Neither agree or disagree,7,No,English,20,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1596,55,Male,Korean,Married,"Some college, but no degree",Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$30,000 - $39,999",No,0,Well,Much,High,High,0,Fair,Very Good,0,Yes,Yes,Pretty much,One-family house,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,4,4,4,4,0,Slightly agree,7,No,Korean,15,Homemaker,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1597,63,Female,Korean,Married,High school degree / GED,Catholic,0,0,0,0,0,Full time homemaker,0,0,NA,"$0 - $9,999",No,1,Not well,Much,High,High,0,Good,Good,Yes,0,0,Pretty much,One-family house,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,3,3,3,3,Yes,Slightly agree,7,No,Korean,18,Homemaker,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
1598,42,Male,Korean,Married,College degree or Bachelor's degree,Protestant,Employed full time,0,0,0,0,0,0,0,Skilled trades,"$70,000 and over",No,1,Well,Not much,High,High,0,Good,Very Good,0,Yes,0,Pretty much,One-family house,Agree,Neutral,Very important,Strongly agree,Strongly agree,2,0,5,3,0,Slightly agree,7,No,English,21,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1599,49,Male,Korean,Married,Graduate or Professional degree ,Protestant,0,0,0,NA,0,0,0,0,Skilled trades,"$40,000 - $49,999",No,1,Well,Not much,High,High,0,Good,Good,0,0,Yes,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,2,3,2,Yes,Slightly agree,7,No,Korean,15,Unemployed,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1600,19,Female,Korean,Single,"Some college, but no degree",None,0,0,0,0,Student,0,0,0,NA,"$60,000 - $69,999",No,0,Very well,Not at all,Very high,Low,0,Good,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Agree,Not at all important,Somewhat agree,Somewhat agree,3,2,2,3,0,Slightly agree,7,No,English,15,Student,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1601,61,Female,Korean,Living with a partner,High school degree / GED,Protestant,0,0,0,NA,0,0,0,0,Other,"$30,000 - $39,999",No,1,Not well,Not much,Low,High,NA,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Agree,Somewhat important,Somewhat agree,Somewhat disagree,2,1,2,2,0,Neither agree or disagree,5,No,Korean,26,Unemployed,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1602,61,Female,Korean,Married,"Some college, but no degree",Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$30,000 - $39,999",No,1,Not well,Not much,Low,High,0,Good,Very Good,NA,Yes,0,Pretty much,One-family house,Agree,Agree,Very important,Somewhat agree,Somewhat agree,2,3,3,2,0,Slightly agree,9,No,Korean,26,Homemaker,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
