,Ethnicity,State,Education,Gender,Education_Completed,US_Born,Race,US_Born_Father,Birth_Country,Citizenship,Career_Success,Religion_Importance,Help_Other,Race_Id,American_Id,Leader_Qual,Info_Source,Registered_Vote,Not_Registered,Voter_NotElig,Chance_Vote,Candidate,Candidate_Strength,Candidate_Voted,Party_Voting,Repub_Impres,Dem_Impres,Trump_Impres,Clinton_Impres,Politic_Disc,Politic_Donate,Contact_Rep,Protest_Rally,Public_Meet,Value_Similarity,Religion,Topic_Important,Ban_Muslim,Syrian_Refugee,Marital_Status,Partner_Race,Employment_Status,Income.x,Birth_Yr,English_Read,Age,TrumpImpres,clean_Income,Full_Time_Employment,Part_Time_Employment,Self_Employed_Part_Time,Self_Employed_Full_Time,Student,Homemaker,Disabled,Retired,Occupation,Income.y,Primary_Language,English_Speaking,English_Difficulties,Familiarity_with_America,Familiarity_with_Ethnic_Origin,Discrimination,Health,Mental_Health,Hypertension,Health_Insurance,Medical_Transport,Sat_with_Housing,Housing,Com_Shares_Values,Close_knit_Com,Religious_Importance,Togetherness,Successful_Family,See_Friends,See_Family,Helpful_Family,Helpful_Friends,Disappointment,Sat_with_Life,Quality_of_Life,Social_Networks,Native_Language,Duration
1778,Asian Indian,NE,College or Higher,Male,Graduate or Professional degree,No,ASIAN AMERICAN,No,India,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,My chances of voting are -,Trump,NA,NA,Democrat,Somewhat unfavorable,Somewhat favorable, Somewhat favorable,Somewhat favorable,Yes,No,No,No,No,NA,Hindu,Government/Broken political system,Oppose,Oppose,Married,Asian or Asian American,Working full-time,"$100,000 to $125,000",1968,NA,48,Somewhat favorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,Korean,NJ,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Korea,Citizen,Somewhat Important,Very Important,Very Important,Very Important,Extremely Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Somewhat favorable, Very unfavorable,Somewhat unfavorable,Yes,No,No,No,No,NA,Protestant,OTHQ_A:,Oppose,Support,Single,NA,Self-employed,NA,1982,NA,34,Very unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,Asian Indian,NY,College or Higher,Male,Graduate or Professional degree,No,ASIAN AMERICAN,No,India,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,Donald Trump,Republican,Very favorable,Very unfavorable, Very favorable,Very unfavorable,Yes,No,No,No,No,NA,Christian,Terrorism/ISIS/National security,Oppose,Oppose,Married,Asian or Asian American,Retired,NA,1946,NA,70,Very favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,Vietnamese,CA,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Japan,Citizen,Very Important,Not at all Important,Very Important,Somewhat Important,Very Important,A good leader should have a degree from a top-university ...,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Hillary Clinton,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,Yes,Yes,No,No,No,Extremely Important,Buddhist,Racism or Racial discrimination,Support,Oppose,Single,NA,Unemployed,"Up to $20,000",1980,NA,36,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,Chinese,CA,College or Higher,Male,College degree or Bachelor's degree,Yes,ASIAN AMERICAN,No,NA,Citizen,NA,NA,NA,NA,NA,NA,NA,Registered,NA,Elig,I am absolutely certain I will vote,SOME OTHER CANDIDATE,NA,Bernie Sanders,NA,Very unfavorable,Very unfavorable, Very unfavorable,Very unfavorable,No,No,No,No,No,NA,NA,NA,Support,Oppose,Married,Native Hawaiian or Pacific Islander,Working full-time,NA,1987,NA,29,Very unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,Japanese,HI,HS Graduate,Female,High school degree / GED,Yes,ASIAN AMERICAN,Yes,NA,Citizen,Very Important,Very Important,Extremely Important,Somewhat Important,Somewhat Important,A good leader should have significant work experience,Mainstream American more,NA,Not Registered,Elig,NA,Clinton, SUPPORT STRONGLY,NA,NA,Somewhat favorable,Somewhat favorable, Somewhat favorable,Very favorable,Yes,No,No,No,Yes,NA,Other,OTHQ_A:,NA,NA,Married,Native Hawaiian or Pacific Islander,Working full-time,"$50,000 to $75,000",1971,NA,45,Somewhat favorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,Chinese,HI,College or Higher,Male,Graduate or Professional degree,Yes,ASIAN AMERICAN,Yes,NA,Citizen,Extremely Important,Extremely Important,Extremely Important,Very Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,SOME OTHER CANDIDATE,NA,Hillary Clinton,Democrat,Somewhat favorable,Somewhat favorable, Somewhat favorable,Somewhat favorable,Yes,Yes,Yes,No,Yes,Somewhat Important,Christian,Economy/Jobs,Support,Support,Married,Native Hawaiian or Pacific Islander,Retired,"$50,000 to $75,000",1946,NA,70,Somewhat favorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,Chinese,CA,College or Higher,Female,Graduate or Professional degree,Yes,ASIAN AMERICAN,No,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,Ted Cruz,Republican,Somewhat favorable,Very unfavorable, Very unfavorable,Very unfavorable,Yes,Yes,Yes,No,Yes,Extremely Important,Protestant,Government/Broken political system,Oppose,NA,Married,Asian or Asian American,Homemaker,"$100,000 to $125,000",1971,NA,45,Very unfavorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,Japanese,CA,College or Higher,Female,"Some college, but no degree",No,ASIAN AMERICAN,No,Japan,Citizen,Not at all Important,Very Important,Somewhat Important,Somewhat Important,Very Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,My chances of voting are -,SOME OTHER CANDIDATE,NA,NA,NA,Very unfavorable,Somewhat unfavorable, Very unfavorable,Very unfavorable,No,No,No,No,No,NA,Other,Government/Broken political system,Oppose,Oppose,Single,NA,Some other employment status  SPECIFY,"$50,000 to $75,000",1923,NA,93,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,Japanese,NV,Less than HS,Female,"Some schooling, no high school degree / GED",Yes,ASIAN AMERICAN,Yes,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,Donald Trump,Republican,Somewhat unfavorable,Very unfavorable, Very favorable,Very unfavorable,Yes,Yes,Yes,No,No,Extremely Important,Christian,Government/Broken political system,Oppose,Oppose,Married,Native Hawaiian or Pacific Islander,Retired,"$50,000 to $75,000",1943,NA,73,Very favorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,Chinese,OR,College or Higher,Male,College degree or Bachelor's degree,Yes,ASIAN AMERICAN,Yes,NA,Citizen,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,A good leader should have significant work experience,NA,Registered,NA,Elig,My chances of voting are -,SOME OTHER CANDIDATE,NA,Jeb Bush,Democrat,Somewhat unfavorable,Somewhat unfavorable, Somewhat favorable,Very unfavorable,Yes,No,No,No,No,NA,Christian,Immigration,Support,Support,Married,White,Unemployed,"$125,000 to $250,000",1975,NA,41,Somewhat favorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,Filipino,CA,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Philippines,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,NA,NA,NA,NA,Somewhat favorable,Somewhat favorable, No opinion,Somewhat favorable,No,No,No,No,No,NA,Catholic,OTHQ_A:,Oppose,Oppose,Married,Asian or Asian American,Retired,"$75,000 to $100,000",1947,NA,69,No opinion,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,Chinese,HI,College or Higher,Female,College degree or Bachelor's degree,Yes,ASIAN AMERICAN,Yes,NA,Citizen,Not at all Important,Somewhat Important,Extremely Important,Somewhat Important,Extremely Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,My chances of voting are -,SOME OTHER CANDIDATE,NA,NA,Republican,Somewhat favorable,Somewhat favorable, Somewhat favorable,Very unfavorable,Yes,No,No,No,No,NA,Other,Taxes,Oppose,Support,Single,NA,Permanently disabled,"$20,000 to $50,000",1971,NA,45,Somewhat favorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,Chinese,TX,College or Higher,Male,Graduate or Professional degree,No,ASIAN AMERICAN,No,Taiwan,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,NA,Not Registered,Elig,My chances of voting are -,Clinton, NOT SO STRONGLY,NA,Republican,Somewhat favorable,Somewhat favorable, Somewhat unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Buddhist,Terrorism/ISIS/National security,Support,Oppose,Married,Asian or Asian American,Working full-time,"$50,000 to $75,000",1954,NA,62,Somewhat unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,Filipino,CA,College or Higher,Female,College degree or Bachelor's degree,Yes,ASIAN AMERICAN,No,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,Carly Fiorina,Republican,Very favorable,Very unfavorable, Very favorable,Very unfavorable,Yes,Yes,Yes,No,No,Extremely Important,Protestant,Terrorism/ISIS/National security,NA,Oppose,Single,NA,Working part-time,"$20,000 to $50,000",1956,NA,60,Very favorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,Japanese,CA,College or Higher,Female,"Some college, but no degree",Yes,ASIAN AMERICAN,No,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,NA,NA,NA,Democrat,Somewhat favorable,Somewhat favorable, Very unfavorable,Somewhat favorable,No,No,No,No,No,NA,Other,Racism or Racial discrimination,NA,NA,Single,NA,Retired,"Up to $20,000",1933,NA,83,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,Filipino,UT,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Philippines,Not a citizen,Very Important,Very Important,Very Important,Very Important,Very Important,A good leader should have a degree from a top-university ...,Mainstream American more,NA,NA,Nonelig,NA,NA,NA,NA,NA,No opinion,Somewhat favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Catholic,Environment/Climate change,Oppose,Support,Married,White,Unemployed,"Up to $20,000",1955,NA,61,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,Filipino,CA,College or Higher,Male,Graduate or Professional degree,Yes,ASIAN AMERICAN,Yes,NA,Citizen,Extremely Important,Not at all Important,Extremely Important,Extremely Important,Somewhat Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, NOT SO STRONGLY,Bernie Sanders,Democrat,Very unfavorable,Somewhat unfavorable, Very unfavorable,Somewhat unfavorable,Yes,Yes,Yes,No,No,Somewhat Important,Buddhist,Racism or Racial discrimination,Oppose,Support,Married,White,Working full-time,"$100,000 to $125,000",1958,NA,58,Very unfavorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,Japanese,HI,College or Higher,Female,College degree or Bachelor's degree,Yes,ASIAN AMERICAN,Yes,NA,Citizen,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,SOME OTHER CANDIDATE,NA,NA,Democrat,Very unfavorable,Very unfavorable, Very unfavorable,Very unfavorable,Yes,No,No,No,Yes,NA,Buddhist,Terrorism/ISIS/National security,Oppose,Oppose,Married,Native Hawaiian or Pacific Islander,Working full-time,"$250,000 and over",1960,NA,56,Very unfavorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,Chinese,HI,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Other  SPECIFY,Citizen,Very Important,Somewhat Important,Very Important,Somewhat Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,Yes,Yes,Yes,No,No,Very Important,Catholic,Other  SPECIFY,Oppose,Support,Married,Native Hawaiian or Pacific Islander,Homemaker,"$75,000 to $100,000",1965,NA,51,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,Asian Indian,CA,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Other  SPECIFY,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Hillary Clinton,Democrat,Somewhat favorable,Somewhat favorable, Very unfavorable,Very favorable,No,No,No,No,Yes,NA,Hindu,NA,NA,NA,Married,Asian or Asian American,Retired,NA,1933,NA,83,Very unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,Japanese,OR,College or Higher,Female,Graduate or Professional degree,Yes,ASIAN AMERICAN,Yes,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Hillary Clinton,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,Yes,Yes,Yes,Yes,Yes,Extremely Important,None,Incomes/Gap between rich and poor,Oppose,Support,Married,Asian or Asian American,Working full-time,"$125,000 to $250,000",1979,NA,37,Very unfavorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,Filipino,CA,College or Higher,Female,College degree or Bachelor's degree,Yes,ASIAN AMERICAN,No,NA,Citizen,Very Important,Not at all Important,Very Important,Somewhat Important,Very Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Bernie Sanders,Democrat,Very unfavorable,Very favorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Other,Health care,Oppose,Support,Married,White,Self-employed,"$100,000 to $125,000",1984,NA,32,Very unfavorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,Chinese,CA,College or Higher,Female,"Some college, but no degree",No,ASIAN AMERICAN,No,Other  SPECIFY,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Very favorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Christian,Racism or Racial discrimination,Oppose,NA,Married,Native Hawaiian or Pacific Islander,Working full-time,"$100,000 to $125,000",1971,NA,45,Very unfavorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,Filipino,CA,College or Higher,Female,College degree or Bachelor's degree,Yes,ASIAN AMERICAN,No,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, NOT SO STRONGLY,NA,Democrat,Very unfavorable,Somewhat favorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,Yes,NA,Protestant,NA,Oppose,Support,Single,NA,Student,"$75,000 to $100,000",1992,NA,24,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,Filipino,CA,College or Higher,Female,"Some college, but no degree",No,ASIAN AMERICAN,No,Philippines,Citizen,Very Important,Very Important,Very Important,Very Important,Very Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, NOT SO STRONGLY,NA,Republican,Very unfavorable,Very unfavorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,Yes,NA,Catholic,NA,Oppose,Support,Married,Asian or Asian American,Retired,"$125,000 to $250,000",1954,NA,62,Very unfavorable,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,Chinese,CA,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,Yes,Other  SPECIFY,Citizen,NA,NA,NA,NA,NA,NA,DO NOT READ  Both equally,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Hillary Clinton,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,No,Yes,No,No,Yes,Not at all Important,Hindu,Economy/Jobs,Oppose,Oppose,Married,Native Hawaiian or Pacific Islander,Working part-time,"$20,000 to $50,000",1954,NA,62,Very unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,Cambodian,CA,College or Higher,Female,"Some college, but no degree",Yes,ASIAN AMERICAN,No,NA,Citizen,Extremely Important,Very Important,Very Important,Extremely Important,Extremely Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,My chances of voting are -,SOME OTHER CANDIDATE,NA,NA,Democrat,Somewhat favorable,Somewhat unfavorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Buddhist,Education,Oppose,Support,Single,NA,Working full-time,"$50,000 to $75,000",1991,NA,25,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,Filipino,CA,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Philippines,Not a citizen,Very Important,Extremely Important,Very Important,Very Important,Very Important,A good leader should have significant work experience,RETHNIC: or Asian American more,NA,NA,Nonelig,NA,NA,NA,NA,NA,No opinion,No opinion, Somewhat unfavorable,Very unfavorable,Yes,No,No,No,No,NA,Catholic,Economy/Jobs,Oppose,NA,Married,Asian or Asian American,Working part-time,NA,1958,NA,58,Somewhat unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,Vietnamese,CA,College or Higher,Female,"Some college, but no degree",Yes,ASIAN AMERICAN,No,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am pretty likely to vote,NA,NA,NA,Democrat,Somewhat unfavorable,Somewhat favorable, Very unfavorable,Somewhat unfavorable,No,No,No,No,No,NA,None,NA,Oppose,Support,Single,NA,Student,"Up to $20,000",1998,NA,18,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,Asian Indian,CA,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,No,India,Not a citizen,Extremely Important,Very Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,RETHNIC: or Asian American more,NA,NA,Nonelig,NA,NA,NA,NA,NA,No opinion,No opinion, No opinion,Very favorable,Yes,No,No,No,No,NA,Other,NA,Oppose,Support,Single,NA,Working part-time,"$250,000 and over",1994,NA,22,No opinion,"$125,000 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,Chinese,CA,College or Higher,Male,College degree or Bachelor's degree,Yes,ASIAN AMERICAN,No,NA,Citizen,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am pretty likely to vote,SOME OTHER CANDIDATE,NA,NA,NA,Very unfavorable,Somewhat unfavorable, Very unfavorable,Very unfavorable,Yes,No,No,No,Yes,NA,Christian,OTHQ_B:,Oppose,Oppose,Married,White,Working full-time,"$50,000 to $75,000",1976,NA,40,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1810,Asian Indian,HI,HS Graduate,Female,High school degree / GED,Yes,ASIAN AMERICAN,Yes,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, NOT SO STRONGLY,NA,Democrat,Very favorable,Somewhat favorable, Somewhat favorable,Very favorable,Yes,No,Yes,Yes,No,NA,Catholic,Government/Broken political system,Support,Support,Single,NA,Working full-time,"$75,000 to $100,000",8888,NA,-6872,Somewhat favorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,Hmong,AZ,Less than HS,Male,"Some schooling, no high school degree / GED",Yes,ASIAN AMERICAN,Yes,NA,Citizen,Not at all Important,Not at all Important,Not at all Important,Extremely Important,Extremely Important,A good leader should have significant work experience,NA,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Hillary Clinton,Democrat,Very unfavorable,Very unfavorable, Very unfavorable,Very unfavorable,No,No,No,No,No,NA,Other,Economy/Jobs,Oppose,Oppose,Single,NA,Working full-time,"$75,000 to $100,000",1978,NA,38,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,Asian Indian,CA,College or Higher,Male,"Some college, but no degree",Yes,ASIAN AMERICAN,Yes,NA,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,Yes,No,No,No,No,NA,None,OTHQ_C:,Support,Support,Single,NA,Working part-time,"$20,000 to $50,000",1965,NA,51,Very unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
